customer_id,gender,age,marital_status,education,region,annual_income
1273,Male,39,Divorced,High School,West,1211364
1274,Male,34,Married,Bachelor,South,509121
1275,Male,41,Married,PhD,North,1884829
1276,Female,35,Divorced,High School,East,1431725
1277,Male,23,Single,PhD,East,1322090
1278,Male,57,Single,Bachelor,East,456402
1279,Male,66,Divorced,Bachelor,North,846514
1280,Female,36,Divorced,Bachelor,North,1616290
1281,Female,34,Divorced,PhD,West,1503603
1282,Male,29,Single,High School,East,1165245
1283,Male,67,Single,PhD,East,1173945
1284,Male,27,Divorced,High School,West,363871
1285,Male,34,Single,Master,West,414012
1286,Female,26,Married,High School,South,1503887
1287,Female,41,Single,High School,South,1721616
1288,Female,35,Single,High School,North,1492060
1289,Female,28,Divorced,Bachelor,East,401171
1290,Male,54,Married,Master,West,233059
1291,Male,60,Divorced,High School,East,699118
1292,Male,21,Single,Master,North,1027991
1293,Female,52,Married,PhD,East,921066
1294,Male,69,Divorced,PhD,West,206511
1295,Female,25,Single,Bachelor,West,980595
1296,Female,50,Married,PhD,West,908404
1297,Male,42,Divorced,Master,North,935299
1298,Male,40,Married,Master,West,551364
1299,Male,36,Single,Master,South,1995154
1300,Female,27,Divorced,Master,West,655575
1301,Male,27,Single,Master,East,1448123
1302,Female,22,Married,Bachelor,West,1946813
1303,Male,67,Single,High School,West,478639
1304,Female,34,Married,PhD,East,836672
1305,Female,51,Divorced,Master,North,1298082
1306,Male,61,Single,PhD,North,975937
1307,Female,34,Divorced,Bachelor,North,1535177
1308,Female,25,Divorced,Bachelor,North,1764862
1309,Male,31,Divorced,High School,West,1350522
1310,Female,60,Divorced,Bachelor,West,1955397
1311,Male,25,Single,High School,South,1279911
1312,Female,49,Single,Master,North,314405
1313,Male,31,Divorced,Bachelor,East,1274899
1314,Male,25,Divorced,PhD,East,1847954
1315,Female,69,Married,Bachelor,East,1476591
1316,Female,52,Divorced,Bachelor,East,1198819
1317,Female,56,Married,Master,South,1665391
1318,Female,35,Married,High School,South,1476023
1319,Female,39,Divorced,High School,South,1818856
1320,Male,42,Single,Bachelor,North,439999
1321,Female,54,Married,PhD,West,1515144
1322,Male,37,Single,Bachelor,East,1342303
1323,Male,32,Divorced,PhD,East,235687
1324,Female,45,Divorced,Master,South,278588
1325,Male,37,Divorced,Master,North,656788
1326,Male,30,Divorced,High School,South,1467223
1327,Male,48,Married,PhD,East,687807
1328,Male,38,Married,Bachelor,East,634010
1329,Female,38,Single,Bachelor,South,1139631
1330,Male,65,Single,Bachelor,East,1910161
1331,Female,52,Married,Bachelor,West,877381
1332,Female,34,Divorced,Master,West,481371
1333,Male,36,Single,PhD,South,468393
1334,Female,38,Married,Master,West,1676243
1335,Female,36,Single,PhD,West,1837240
1336,Female,37,Married,High School,South,1895439
1337,Male,27,Divorced,PhD,South,1953234
1338,Female,32,Married,Bachelor,South,1743175
1339,Female,54,Single,Master,West,1023076
1340,Female,30,Married,Bachelor,East,881660
1341,Male,25,Single,PhD,North,605164
1342,Female,41,Single,PhD,East,765982
1343,Male,23,Single,High School,South,417125
1344,Male,39,Divorced,PhD,East,1133377
1345,Male,65,Divorced,PhD,North,681206
1346,Male,64,Married,Bachelor,East,1108511
1347,Male,55,Married,PhD,South,208078
1348,Male,26,Single,PhD,North,831354
1349,Female,34,Divorced,Master,West,1727370
1350,Male,24,Married,Master,East,850372
1351,Female,65,Married,High School,West,862889
1352,Female,38,Divorced,High School,West,473628
1353,Male,49,Single,Bachelor,North,963603
1354,Female,55,Married,Bachelor,West,1769427
1355,Female,58,Single,Master,West,619921
1356,Female,36,Divorced,Master,East,676555
1357,Female,40,Divorced,Master,North,1165816
1358,Male,44,Married,High School,South,782512
1359,Female,55,Married,High School,South,1659024
1360,Male,64,Divorced,PhD,North,501842
1361,Female,39,Single,High School,West,1786424
1362,Female,24,Single,PhD,East,1473430
1363,Male,53,Divorced,Bachelor,West,1664602
1364,Female,22,Married,High School,South,341297
1365,Female,33,Divorced,Bachelor,East,1264563
1366,Female,65,Married,PhD,North,568052
1367,Male,50,Single,Bachelor,West,351803
1368,Female,54,Married,Bachelor,West,360749
1369,Male,50,Single,High School,East,1585843
1370,Female,44,Divorced,PhD,West,1598060
1371,Male,68,Married,PhD,North,1800845
1372,Male,64,Single,Master,East,995331
1373,Female,53,Married,High School,North,753879
1374,Female,61,Single,High School,North,471190
1375,Male,69,Single,PhD,North,1365347
1376,Male,30,Divorced,High School,North,625952
1377,Female,38,Divorced,Bachelor,West,1733157
1378,Male,39,Married,Master,East,619460
1379,Female,27,Single,PhD,West,1438554
1380,Female,39,Divorced,High School,South,1389470
1381,Female,44,Married,High School,North,1403531
1382,Female,35,Divorced,Bachelor,North,211438
1383,Male,61,Married,High School,South,1386751
1384,Female,62,Divorced,High School,South,1665419
1385,Male,43,Divorced,Bachelor,North,367351
1386,Female,24,Single,High School,West,643519
1387,Male,58,Single,Master,West,1048383
1388,Female,24,Divorced,Bachelor,North,834253
1389,Male,25,Single,PhD,East,380501
1390,Male,61,Divorced,Master,South,1760246
1391,Female,64,Married,High School,West,339594
1392,Female,43,Divorced,Bachelor,East,698023
1393,Female,60,Divorced,Bachelor,North,371571
1394,Female,57,Married,High School,North,659622
1395,Male,31,Married,PhD,West,754423
1396,Female,31,Single,Master,West,501157
1397,Male,33,Married,High School,North,732856
1398,Male,34,Single,PhD,West,918079
1399,Female,28,Divorced,Bachelor,West,1464204
1400,Male,45,Married,Bachelor,West,833605
1401,Male,38,Divorced,Bachelor,North,1866451
1402,Male,64,Single,High School,South,1187133
1403,Male,64,Married,PhD,East,864373
1404,Female,38,Single,High School,South,1539393
1405,Female,30,Single,High School,North,1248266
1406,Female,27,Married,Master,East,1965021
1407,Female,64,Married,Master,North,1746074
1408,Male,34,Single,Master,South,1727935
1409,Male,35,Married,PhD,North,1573638
1410,Female,36,Single,Bachelor,West,684270
1411,Female,22,Divorced,Master,West,1788567
1412,Female,50,Divorced,Bachelor,South,206495
1413,Male,50,Married,PhD,West,772818
1414,Female,38,Married,Master,South,1242473
1415,Female,51,Divorced,Master,North,377506
1416,Female,64,Single,Bachelor,North,1711081
1417,Male,68,Single,High School,South,1756274
1418,Male,33,Single,PhD,East,1240642
1419,Male,40,Married,PhD,South,1389073
1420,Male,69,Single,Master,East,392548
1421,Male,55,Married,PhD,South,1824085
1422,Male,43,Married,Bachelor,North,975909
1423,Male,62,Married,High School,West,1955494
1424,Male,53,Divorced,High School,South,215713
1425,Female,58,Single,PhD,East,1800944
1426,Female,55,Married,High School,West,365718
1427,Male,56,Single,Bachelor,East,1964789
1428,Male,40,Divorced,Master,East,1641314
1429,Female,23,Single,Master,East,1401436
1430,Male,28,Divorced,PhD,East,812161
1431,Male,60,Married,PhD,South,345276
1432,Male,52,Married,PhD,West,681585
1433,Female,49,Divorced,Master,West,343373
1434,Female,27,Married,PhD,West,780907
1435,Female,22,Single,High School,West,1700401
1436,Female,41,Single,Master,North,1772423
1437,Female,26,Divorced,Bachelor,North,785600
1438,Male,48,Single,PhD,South,1374939
1439,Female,68,Married,Master,West,1440834
1440,Male,62,Married,PhD,North,1579831
1441,Male,56,Married,Master,West,733601
1442,Female,52,Single,Master,South,847983
1443,Female,65,Married,Master,East,229821
1444,Male,62,Single,Bachelor,South,631368
1445,Male,66,Divorced,Master,North,1262134
1446,Male,29,Married,High School,North,1864994
1447,Female,31,Divorced,PhD,North,1926648
1448,Female,43,Single,PhD,South,1898258
1449,Female,31,Single,PhD,South,492409
1450,Female,69,Divorced,Master,South,1553399
1451,Female,22,Married,PhD,West,1124430
1452,Male,23,Married,High School,North,1525686
1453,Female,31,Married,High School,South,700446
1454,Male,55,Divorced,High School,South,1727228
1455,Male,35,Single,Bachelor,West,1823922
1456,Male,63,Divorced,High School,North,856622
1457,Female,31,Single,High School,East,1855341
1458,Female,51,Married,PhD,East,262692
1459,Female,48,Married,Master,North,304774
1460,Male,48,Single,PhD,West,343425
1461,Male,52,Married,Bachelor,North,280184
1462,Male,45,Divorced,Bachelor,East,797871
1463,Male,40,Single,Bachelor,South,1658465
1464,Male,48,Married,High School,North,908382
1465,Male,45,Married,High School,East,1432395
1466,Female,31,Married,High School,South,772352
1467,Female,39,Married,Master,North,1007086
1468,Female,48,Single,PhD,West,932380
1469,Female,21,Single,High School,East,721280
1470,Male,25,Married,Bachelor,South,777152
1471,Male,30,Divorced,Master,South,1134734
1472,Female,62,Divorced,Master,West,1890361
1473,Male,66,Divorced,Bachelor,East,519170
1474,Female,54,Divorced,High School,South,1062477
1475,Female,56,Single,Master,West,1361397
1476,Female,22,Single,Bachelor,East,974978
1477,Male,38,Divorced,High School,West,1816767
1478,Female,33,Single,Master,West,1944177
1479,Female,25,Divorced,Master,West,1122486
1480,Female,40,Married,PhD,West,1813411
1481,Male,22,Married,PhD,East,1888410
1482,Male,31,Divorced,Master,West,534576
1483,Female,50,Single,Master,West,1528243
1484,Male,52,Divorced,Master,South,1403875
1485,Male,52,Single,PhD,East,1795118
1486,Male,58,Married,High School,East,1618250
1487,Male,48,Single,PhD,West,1669314
1488,Male,30,Divorced,Bachelor,West,526615
1489,Male,42,Married,Master,North,1355238
1490,Male,37,Married,Bachelor,West,1911113
1491,Male,42,Single,Bachelor,East,357657
1492,Male,63,Married,Bachelor,South,751474
1493,Male,39,Married,PhD,East,1234015
1494,Female,37,Single,PhD,South,1610995
1495,Female,44,Married,High School,West,1453703
1496,Male,56,Divorced,Bachelor,North,500078
1497,Female,52,Single,Bachelor,South,580428
1498,Female,66,Single,PhD,East,475833
1499,Male,56,Single,Bachelor,West,479348
1500,Male,48,Single,PhD,South,998516
1501,Male,34,Divorced,Master,North,1433294
1502,Female,56,Single,Master,North,753396
1503,Female,26,Divorced,Bachelor,North,1554872
1504,Male,29,Single,High School,West,931945
1505,Male,41,Single,PhD,South,1097820
1506,Male,32,Married,Master,South,224308
1507,Female,50,Married,Master,West,688494
1508,Female,51,Divorced,Bachelor,South,219162
1509,Female,60,Married,PhD,West,1525853
1510,Female,24,Single,Bachelor,North,1284026
1511,Male,51,Divorced,PhD,South,425805
1512,Male,47,Married,High School,North,1969960
1513,Male,45,Single,PhD,West,816188
1514,Male,25,Married,Master,North,1443640
1515,Female,26,Married,Bachelor,East,1952142
1516,Female,25,Married,PhD,West,1499181
1517,Male,47,Married,Master,East,389806
1518,Male,28,Single,Bachelor,West,1315450
1519,Female,29,Married,Bachelor,North,1937837
1520,Male,35,Divorced,High School,North,833705
1521,Female,56,Divorced,Master,North,918399
1522,Male,61,Married,PhD,East,1875819
1523,Male,27,Divorced,Master,North,986189
1524,Male,52,Married,Bachelor,East,1357528
1525,Male,28,Single,High School,East,1251738
1526,Male,67,Single,PhD,South,249390
1527,Male,35,Divorced,High School,South,944747
1528,Male,57,Divorced,High School,South,1224769
1529,Female,39,Married,Master,West,862770
1530,Female,59,Married,Bachelor,East,207120
1531,Female,26,Married,Bachelor,North,1930638
1532,Female,39,Single,PhD,South,1048201
1533,Female,48,Married,High School,West,919357
1534,Male,37,Single,High School,East,249928
1535,Male,62,Divorced,High School,West,1295356
1536,Female,39,Single,Master,North,285698
1537,Male,51,Divorced,Bachelor,South,1745111
1538,Female,31,Single,High School,East,1590757
1539,Female,35,Single,High School,West,1644740
1540,Male,30,Married,Bachelor,South,371075
1541,Male,63,Divorced,PhD,South,1754668
1542,Male,43,Single,Master,East,676829
1543,Female,23,Single,Master,South,715299
1544,Male,23,Divorced,Master,West,1586966
1545,Female,38,Single,Bachelor,East,1325437
1546,Female,45,Divorced,Master,East,851398
1547,Female,63,Divorced,High School,South,1528050
1548,Male,40,Divorced,Master,North,1727967
1549,Male,49,Single,Bachelor,North,247722
1550,Female,42,Single,Master,North,1155209
1551,Male,35,Married,PhD,West,1386546
1552,Male,59,Divorced,PhD,East,1652786
1553,Male,30,Single,Bachelor,South,332196
1554,Female,41,Single,Bachelor,North,1864224
1555,Female,49,Divorced,PhD,South,1460825
1556,Male,52,Divorced,Master,North,978794
1557,Female,30,Divorced,High School,North,397996
1558,Male,33,Married,Bachelor,South,1568478
1559,Male,67,Married,PhD,West,1207069
1560,Male,43,Married,Master,South,1925462
1561,Male,43,Divorced,Bachelor,South,924543
1562,Female,51,Single,Master,West,1068316
1563,Female,24,Divorced,High School,West,774279
1564,Female,69,Single,Bachelor,South,1937910
1565,Male,23,Married,High School,West,1372111
1566,Male,41,Married,High School,North,865207
1567,Male,22,Married,High School,West,1626386
1568,Female,24,Single,PhD,South,1855334
1569,Male,21,Single,High School,West,1715819
1570,Female,35,Divorced,High School,East,1831528
1571,Female,53,Divorced,Master,West,1581644
1572,Female,26,Divorced,PhD,North,375048
1573,Female,27,Married,PhD,East,1858763
1574,Female,39,Divorced,PhD,North,1430895
1575,Female,64,Married,PhD,North,1494540
1576,Male,21,Single,High School,East,1178719
1577,Male,59,Married,Master,North,726273
1578,Female,39,Married,High School,East,406773
1579,Female,65,Married,High School,North,1883220
1580,Male,46,Single,PhD,South,1543134
1581,Female,64,Single,PhD,North,484991
1582,Female,32,Divorced,Bachelor,East,458995
1583,Male,42,Divorced,Master,South,891874
1584,Female,33,Divorced,PhD,South,469455
1585,Female,48,Single,PhD,West,1364967
1586,Female,34,Single,High School,West,681369
1587,Male,42,Single,High School,West,671589
1588,Male,50,Single,High School,South,1694968
1589,Male,64,Single,PhD,West,1082434
1590,Female,40,Married,Master,South,211428
1591,Female,64,Divorced,PhD,West,1301411
1592,Male,47,Married,PhD,North,863525
1593,Female,58,Divorced,Master,West,1807425
1594,Female,62,Married,PhD,East,549442
1595,Female,61,Single,PhD,West,557991
1596,Female,54,Divorced,Master,South,1684462
1597,Female,59,Married,PhD,East,525225
1598,Male,61,Divorced,Bachelor,East,320942
1599,Female,64,Single,Bachelor,South,953497
1600,Male,57,Single,High School,East,1352538
1601,Female,21,Divorced,PhD,East,222462
1602,Male,35,Divorced,Master,East,1096549
1603,Female,52,Single,Master,West,495595
1604,Male,28,Single,Bachelor,East,452935
1605,Female,53,Single,High School,North,298326
1606,Male,38,Married,PhD,North,1827781
1607,Female,65,Divorced,Master,West,258776
1608,Male,49,Single,Master,West,518010
1609,Female,52,Divorced,PhD,North,1783544
1610,Male,53,Married,High School,East,883065
1611,Male,25,Married,Bachelor,North,1037375
1612,Female,38,Single,PhD,South,419023
1613,Female,68,Divorced,PhD,East,1406041
1614,Male,30,Married,PhD,North,854323
1615,Female,56,Divorced,Bachelor,North,1187822
1616,Male,53,Divorced,Master,East,670111
1617,Male,43,Single,PhD,East,547559
1618,Male,60,Married,PhD,East,1171922
1619,Female,25,Married,PhD,West,1392397
1620,Male,54,Married,PhD,South,1371450
1621,Male,44,Divorced,High School,West,671668
1622,Female,37,Married,High School,North,1970223
1623,Female,51,Married,High School,South,1845995
1624,Female,27,Divorced,Master,West,924322
1625,Female,37,Married,PhD,North,552921
1626,Male,48,Married,PhD,East,437875
1627,Male,58,Divorced,PhD,North,1099492
1628,Male,42,Married,PhD,East,316556
1629,Male,35,Single,Bachelor,West,1011310
1630,Female,57,Divorced,Bachelor,North,1544199
1631,Male,35,Married,Bachelor,South,1658701
1632,Male,45,Single,PhD,North,1944025
1633,Female,41,Divorced,Bachelor,East,1457518
1634,Male,58,Married,Bachelor,West,466845
1635,Male,22,Divorced,Master,South,1955634
1636,Male,47,Single,Master,South,1141799
1637,Male,69,Divorced,Bachelor,West,1404108
1638,Male,52,Married,Bachelor,West,1400867
1639,Male,41,Single,Master,North,790730
1640,Female,24,Divorced,Bachelor,North,311383
1641,Female,64,Married,PhD,South,1754427
1642,Male,39,Married,Bachelor,North,960052
1643,Male,22,Single,PhD,East,1874833
1644,Female,46,Single,Bachelor,East,1024854
1645,Male,54,Divorced,High School,North,1633669
1646,Male,34,Married,Bachelor,South,1998129
1647,Male,35,Single,High School,North,323978
1648,Female,40,Married,Bachelor,West,609734
1649,Male,54,Divorced,Bachelor,West,725024
1650,Female,56,Single,PhD,South,682169
1651,Male,39,Divorced,Master,South,1650121
1652,Female,29,Divorced,Master,West,1741972
1653,Female,27,Single,PhD,West,305160
1654,Male,50,Divorced,Master,East,1481910
1655,Female,33,Married,High School,North,1299165
1656,Male,47,Single,High School,South,1794799
1657,Female,64,Married,Bachelor,West,251439
1658,Male,55,Divorced,High School,South,993112
1659,Male,33,Single,Master,West,691736
1660,Female,35,Married,High School,South,841904
1661,Male,66,Married,Bachelor,South,1117271
1662,Male,29,Married,High School,East,1431883
1663,Female,65,Married,Master,East,723462
1664,Male,43,Married,PhD,East,1861434
1665,Male,56,Divorced,Bachelor,East,845537
1666,Female,60,Divorced,PhD,East,1609410
1667,Female,23,Divorced,High School,West,1020122
1668,Male,54,Divorced,Bachelor,North,604295
1669,Male,39,Divorced,Bachelor,West,978275
1670,Female,48,Divorced,High School,North,618620
1671,Female,43,Divorced,Bachelor,East,1229862
1672,Male,60,Married,High School,South,881571
1673,Female,69,Divorced,PhD,South,211729
1674,Male,65,Married,PhD,North,901126
1675,Male,27,Single,Master,North,1574199
1676,Male,61,Divorced,Master,West,1870532
1677,Male,32,Married,High School,North,1910761
1678,Male,34,Single,High School,West,877005
1679,Female,66,Single,PhD,East,1943095
1680,Female,35,Married,Bachelor,South,1598283
1681,Female,23,Married,High School,South,1605650
1682,Female,35,Married,Bachelor,West,301761
1683,Male,44,Divorced,Master,North,1407618
1684,Male,66,Single,PhD,West,460722
1685,Male,28,Divorced,High School,North,515234
1686,Male,25,Divorced,Master,North,701196
1687,Female,24,Divorced,High School,North,1668400
1688,Male,34,Single,Master,West,1764994
1689,Male,36,Single,PhD,East,1985101
1690,Female,40,Single,High School,South,1196257
1691,Female,44,Married,High School,West,1287276
1692,Female,26,Divorced,Bachelor,East,1241544
1693,Female,51,Married,Bachelor,South,983753
1694,Male,26,Married,High School,West,1439943
1695,Male,55,Divorced,PhD,West,1635292
1696,Female,35,Single,Bachelor,East,1029365
1697,Male,49,Divorced,High School,West,686310
1698,Male,23,Married,High School,South,801085
1699,Male,31,Single,Master,East,283744
1700,Female,23,Single,PhD,West,1677526
1701,Male,48,Married,Bachelor,South,468615
1702,Female,30,Single,Bachelor,West,293054
1703,Male,53,Single,Master,East,284135
1704,Male,68,Divorced,High School,West,1688406
1705,Male,36,Divorced,Bachelor,South,1538426
1706,Female,30,Married,High School,North,822001
1707,Male,53,Married,Bachelor,West,1431715
1708,Female,56,Married,Bachelor,West,1750271
1709,Female,23,Single,High School,South,1619063
1710,Female,25,Married,High School,South,1003498
1711,Male,32,Divorced,Bachelor,East,1936574
1712,Male,64,Single,Master,North,1914423
1713,Male,33,Married,Master,East,1024121
1714,Male,44,Single,Master,South,1614639
1715,Female,64,Single,Master,South,514365
1716,Female,52,Single,Master,South,1645759
1717,Female,36,Married,High School,South,965323
1718,Male,52,Single,Bachelor,East,1667299
1719,Female,65,Single,Master,North,801032
1720,Male,57,Single,PhD,South,694048
1721,Female,56,Divorced,Bachelor,East,764511
1722,Male,41,Married,PhD,East,1023488
1723,Male,67,Divorced,High School,East,918523
1724,Female,32,Single,Bachelor,East,1771253
1725,Female,41,Single,High School,East,1916375
1726,Female,41,Divorced,PhD,South,569308
1727,Female,63,Single,Bachelor,South,1983303
1728,Male,26,Divorced,Bachelor,North,1750604
1729,Female,29,Single,High School,North,1957758
1730,Female,21,Single,Bachelor,North,1860440
1731,Female,32,Single,PhD,North,1840438
1732,Male,34,Single,High School,West,476636
1733,Male,26,Married,PhD,East,1508858
1734,Female,21,Married,Bachelor,East,888444
1735,Male,42,Married,PhD,East,1382295
1736,Female,54,Divorced,Bachelor,West,459708
1737,Male,31,Divorced,PhD,East,672306
1738,Male,23,Divorced,PhD,East,1844057
1739,Male,62,Divorced,Master,East,228867
1740,Male,26,Married,Bachelor,East,387669
1741,Female,26,Divorced,Master,East,1491398
1742,Female,40,Divorced,Master,North,1107192
1743,Female,41,Divorced,High School,West,955829
1744,Male,22,Single,High School,South,1823953
1745,Female,46,Divorced,PhD,North,1920073
1746,Female,51,Single,Bachelor,West,760926
1747,Female,46,Divorced,High School,East,1205593
1748,Male,52,Divorced,Master,West,1620982
1749,Male,30,Single,Bachelor,East,1924654
1750,Male,43,Divorced,PhD,East,879020
1751,Female,26,Single,PhD,West,1122713
1752,Female,43,Divorced,High School,South,1240765
1753,Female,48,Divorced,High School,East,1808472
1754,Male,69,Single,High School,East,1004471
1755,Male,50,Married,PhD,North,797683
1756,Female,34,Single,Master,West,1286481
1757,Male,57,Married,High School,West,1789911
1758,Male,52,Single,PhD,West,1118005
1759,Male,69,Married,Bachelor,North,1232811
1760,Male,54,Divorced,PhD,West,385998
1761,Female,61,Married,Bachelor,West,1037503
1762,Male,64,Divorced,Bachelor,East,1009735
1763,Male,42,Single,Master,South,392042
1764,Male,51,Married,High School,South,1592856
1765,Male,27,Divorced,Bachelor,North,538914
1766,Female,61,Single,High School,West,288087
1767,Female,41,Married,PhD,North,1958701
1768,Male,36,Divorced,High School,South,1156153
1769,Male,40,Married,PhD,North,1138983
1770,Male,63,Married,Bachelor,East,784293
1771,Male,64,Divorced,Master,East,609077
1772,Male,67,Divorced,Bachelor,East,1860736
1773,Male,39,Single,PhD,West,746329
1774,Female,68,Divorced,Bachelor,East,667273
1775,Male,52,Divorced,Master,North,1010137
1776,Female,35,Married,High School,East,1238145
1777,Female,25,Divorced,PhD,West,1331431
1778,Male,31,Married,High School,East,1526861
1779,Female,35,Married,Master,East,976608
1780,Female,49,Divorced,Bachelor,West,307960
1781,Female,65,Divorced,Master,West,454374
1782,Female,24,Divorced,PhD,East,893888
1783,Female,69,Divorced,PhD,South,1144733
1784,Female,56,Single,Bachelor,East,412004
1785,Male,68,Married,PhD,North,1120849
1786,Female,43,Single,Master,West,1364445
1787,Female,35,Single,PhD,East,1561562
1788,Female,66,Married,High School,South,794619
1789,Male,64,Single,Master,East,1628912
1790,Female,23,Divorced,Master,North,417200
1791,Male,52,Divorced,PhD,West,1228637
1792,Female,30,Divorced,Bachelor,North,1323244
1793,Male,60,Divorced,Bachelor,South,1037364
1794,Male,58,Married,Bachelor,North,377684
1795,Female,42,Divorced,PhD,North,236277
1796,Female,34,Married,PhD,West,1243855
1797,Male,37,Married,PhD,North,1396049
1798,Female,41,Married,Master,South,509409
1799,Male,68,Married,Master,South,461524
1800,Male,35,Single,PhD,West,1409803
1801,Male,35,Single,Bachelor,South,1887710
1802,Male,21,Divorced,High School,South,1069385
1803,Male,44,Married,Bachelor,South,1327272
1804,Female,32,Divorced,Master,South,1264950
1805,Male,30,Divorced,Master,South,999758
1806,Male,66,Divorced,Bachelor,South,1920884
1807,Female,62,Divorced,Bachelor,South,1191930
1808,Male,62,Married,Master,East,768374
1809,Female,51,Married,Master,South,1557737
1810,Female,31,Single,PhD,West,1225768
1811,Female,36,Married,High School,East,1292763
1812,Male,29,Married,PhD,South,1454265
1813,Male,67,Divorced,PhD,South,470726
1814,Male,34,Married,Bachelor,West,1025482
1815,Female,39,Divorced,Bachelor,South,1164257
1816,Male,51,Married,High School,East,1894579
1817,Female,29,Single,PhD,East,1660985
1818,Male,56,Divorced,PhD,West,449459
1819,Female,59,Married,Master,South,691357
1820,Male,46,Married,Master,West,448026
1821,Male,28,Divorced,High School,South,1668855
1822,Male,44,Single,Bachelor,East,1125423
1823,Female,28,Single,Master,South,943525
1824,Female,39,Married,High School,South,770972
1825,Male,67,Married,PhD,East,446974
1826,Male,68,Married,High School,East,1141942
1827,Female,50,Divorced,High School,East,660810
1828,Female,42,Divorced,Master,South,1614843
1829,Female,29,Divorced,Master,West,1379327
1830,Male,64,Married,PhD,East,1483317
1831,Female,68,Single,PhD,South,1353155
1832,Male,24,Divorced,PhD,West,534307
1833,Female,57,Single,High School,North,1904350
1834,Male,28,Married,High School,North,1698441
1835,Female,21,Divorced,Master,South,510069
1836,Female,48,Divorced,PhD,South,1408143
1837,Female,26,Divorced,Master,East,1154935
1838,Female,67,Married,PhD,South,1936564
1839,Female,56,Married,PhD,West,300706
1840,Male,31,Married,Master,South,373776
1841,Female,25,Single,Master,West,224836
1842,Female,44,Single,Master,West,223119
1843,Female,67,Divorced,PhD,East,1229106
1844,Male,38,Divorced,High School,West,1466243
1845,Female,40,Married,Master,South,1674184
1846,Male,48,Married,Master,West,1878339
1847,Female,33,Married,High School,North,1828500
1848,Female,25,Divorced,High School,West,1691913
1849,Male,50,Married,Bachelor,South,1606580
1850,Female,21,Single,Master,East,1248670
1851,Male,42,Single,Bachelor,South,1719312
1852,Male,38,Divorced,Bachelor,South,1230118
1853,Female,66,Divorced,High School,South,729518
1854,Male,25,Single,PhD,North,1629489
1855,Female,51,Married,PhD,East,1827357
1856,Female,26,Divorced,High School,North,797262
1857,Male,47,Divorced,Bachelor,West,995498
1858,Male,45,Divorced,Bachelor,West,850675
1859,Male,49,Single,Bachelor,North,1882078
1860,Male,48,Divorced,Bachelor,East,1031581
1861,Female,36,Single,Master,West,1869931
1862,Female,32,Single,Bachelor,East,1667892
1863,Male,40,Married,High School,North,413155
1864,Female,38,Married,Bachelor,West,555197
1865,Female,54,Married,Bachelor,North,828097
1866,Female,43,Divorced,High School,West,655023
1867,Female,65,Single,Bachelor,South,1526375
1868,Male,47,Divorced,PhD,East,929406
1869,Male,69,Single,High School,North,1348734
1870,Female,37,Divorced,Master,South,558888
1871,Male,68,Single,Master,North,1571007
1872,Male,41,Married,High School,North,1872611
1873,Male,60,Married,Master,East,1082591
1874,Female,51,Divorced,Master,North,793589
1875,Female,23,Single,Master,East,675322
1876,Female,37,Married,High School,North,1688920
1877,Male,46,Single,Bachelor,West,1379468
1878,Female,43,Divorced,Master,South,1779149
1879,Female,26,Married,PhD,West,1298155
1880,Male,48,Divorced,Bachelor,East,823739
1881,Female,28,Divorced,Bachelor,East,499032
1882,Female,65,Single,Master,South,447586
1883,Male,28,Divorced,Master,East,616590
1884,Male,39,Divorced,Bachelor,West,859118
1885,Male,58,Single,Master,South,868903
1886,Female,49,Single,High School,East,332752
1887,Female,43,Divorced,High School,East,1002136
1888,Female,67,Married,Master,East,680278
1889,Male,52,Married,Bachelor,East,1312045
1890,Male,30,Single,Master,North,826399
1891,Female,47,Divorced,PhD,North,699833
1892,Female,69,Married,High School,North,971030
1893,Male,21,Single,Bachelor,East,552272
1894,Male,59,Single,PhD,North,1688156
1895,Male,49,Single,Master,East,405066
1896,Male,65,Divorced,High School,West,474354
1897,Female,23,Single,PhD,East,1602704
1898,Male,67,Married,Bachelor,South,820052
1899,Female,57,Divorced,High School,South,585274
1900,Female,51,Married,Master,South,1089108
1901,Female,31,Married,Master,East,1556805
1902,Male,42,Married,High School,South,1516076
1903,Male,38,Divorced,PhD,South,1694550
1904,Male,55,Married,High School,East,783481
1905,Male,26,Single,High School,East,1897464
1906,Female,23,Single,High School,North,1988127
1907,Male,25,Married,PhD,East,244582
1908,Male,29,Single,High School,North,305957
1909,Female,48,Divorced,Bachelor,East,1424092
1910,Male,39,Divorced,Master,West,1425758
1911,Female,48,Single,PhD,South,1912600
1912,Female,47,Single,Bachelor,West,1199937
1913,Female,33,Divorced,High School,East,270997
1914,Female,58,Married,Bachelor,West,1111524
1915,Female,63,Divorced,PhD,North,274027
1916,Female,41,Married,Master,East,612101
1917,Female,47,Single,PhD,East,1783742
1918,Female,66,Single,High School,West,965758
1919,Male,26,Married,High School,South,941241
1920,Male,58,Married,Master,East,1283872
1921,Male,69,Divorced,PhD,South,955786
1922,Male,31,Married,PhD,West,1791604
1923,Female,67,Single,PhD,West,204171
1924,Male,61,Single,Bachelor,West,933143
1925,Female,37,Single,Master,North,1313437
1926,Male,59,Married,PhD,East,1686098
1927,Male,27,Married,Master,West,338540
1928,Male,50,Single,Bachelor,West,882940
1929,Female,41,Married,PhD,North,1742890
