customer_id,credit_score,risk_segment
4939,579,High
4940,486,High
4941,700,Low
4942,790,Very Low
4943,438,High
4944,575,High
4945,842,Very Low
4946,466,High
4947,746,Very Low
4948,305,High
4949,654,Medium
4950,352,High
4951,415,High
4952,599,Medium
4953,364,High
4954,507,High
4955,408,High
4956,455,High
4957,409,High
4958,329,High
4959,718,Low
4960,689,Low
4961,657,Medium
4962,841,Very Low
4963,680,Low
4964,427,High
4965,588,Medium
4966,375,High
4967,598,Medium
4968,770,Very Low
4969,786,Very Low
4970,793,Very Low
4971,414,High
4972,670,Medium
4973,748,Very Low
4974,463,High
4975,512,High
4976,592,Medium
4977,420,High
4978,695,Low
4979,721,Low
4980,379,High
4981,680,Low
4982,581,Medium
4983,739,Low
4984,625,Medium
4985,596,Medium
4986,350,High
4987,767,Very Low
4988,750,Very Low
4989,800,Very Low
4990,823,Very Low
4991,396,High
4992,741,Very Low
4993,642,Medium
4994,536,High
4995,525,High
4996,425,High
4997,559,High
4998,838,Very Low
4999,837,Very Low
5000,652,Medium
5001,339,High
5002,750,Very Low
5003,501,High
5004,840,Very Low
5005,640,Medium
5006,546,High
5007,416,High
5008,681,Low
5009,541,High
5010,636,Medium
5011,546,High
5012,710,Low
5013,395,High
5014,405,High
5015,520,High
5016,474,High
5017,776,Very Low
5018,837,Very Low
5019,678,Low
5020,695,Low
5021,827,Very Low
5022,355,High
5023,786,Very Low
5024,582,Medium
5025,756,Very Low
5026,365,High
5027,370,High
5028,817,Very Low
5029,536,High
5030,455,High
5031,437,High
5032,472,High
5033,477,High
5034,715,Low
5035,443,High
5036,749,Very Low
5037,621,Medium
5038,676,Low
5039,445,High
5040,473,High
5041,457,High
5042,700,Low
5043,432,High
5044,304,High
5045,374,High
5046,659,Medium
5047,761,Very Low
5048,849,Very Low
5049,748,Very Low
5050,644,Medium
5051,824,Very Low
5052,367,High
5053,538,High
5054,394,High
5055,829,Very Low
5056,502,High
5057,302,High
5058,506,High
5059,624,Medium
5060,821,Very Low
5061,302,High
5062,311,High
5063,759,Very Low
5064,649,Medium
5065,508,High
5066,313,High
5067,402,High
5068,630,Medium
5069,840,Very Low
5070,562,High
5071,348,High
5072,788,Very Low
5073,562,High
5074,697,Low
5075,637,Medium
5076,712,Low
5077,768,Very Low
5078,677,Low
5079,680,Low
5080,360,High
5081,664,Medium
5082,586,Medium
5083,730,Low
5084,586,Medium
5085,701,Low
5086,539,High
5087,308,High
5088,814,Very Low
5089,709,Low
5090,598,Medium
5091,624,Medium
5092,501,High
5093,682,Low
5094,346,High
5095,528,High
5096,657,Medium
5097,639,Medium
5098,340,High
5099,659,Medium
5100,623,Medium
5101,502,High
5102,566,High
5103,364,High
5104,780,Very Low
5105,750,Very Low
5106,812,Very Low
5107,524,High
5108,754,Very Low
5109,303,High
5110,544,High
5111,848,Very Low
5112,697,Low
5113,543,High
5114,470,High
5115,325,High
5116,511,High
5117,464,High
5118,341,High
5119,337,High
5120,841,Very Low
5121,726,Low
5122,331,High
5123,750,Very Low
5124,494,High
5125,597,Medium
5126,681,Low
5127,816,Very Low
5128,782,Very Low
5129,578,High
5130,529,High
5131,811,Very Low
5132,661,Medium
5133,691,Low
5134,625,Medium
5135,574,High
5136,405,High
5137,727,Low
5138,802,Very Low
5139,689,Low
5140,558,High
5141,795,Very Low
5142,716,Low
5143,681,Low
5144,709,Low
5145,583,Medium
5146,470,High
5147,827,Very Low
5148,388,High
5149,486,High
5150,658,Medium
5151,590,Medium
5152,516,High
5153,468,High
5154,672,Low
5155,786,Very Low
5156,664,Medium
5157,652,Medium
5158,705,Low
5159,684,Low
5160,345,High
5161,577,High
5162,587,Medium
5163,386,High
5164,311,High
5165,638,Medium
5166,754,Very Low
5167,710,Low
5168,445,High
5169,391,High
5170,840,Very Low
5171,509,High
5172,455,High
5173,710,Low
5174,468,High
5175,588,Medium
5176,599,Medium
5177,565,High
5178,707,Low
5179,319,High
5180,532,High
5181,354,High
5182,540,High
5183,517,High
5184,726,Low
5185,354,High
5186,476,High
5187,780,Very Low
5188,423,High
5189,566,High
5190,677,Low
5191,505,High
5192,319,High
5193,371,High
5194,375,High
5195,588,Medium
5196,542,High
5197,575,High
5198,729,Low
5199,586,Medium
5200,419,High
5201,547,High
5202,638,Medium
5203,617,Medium
5204,620,Medium
5205,566,High
5206,582,Medium
5207,784,Very Low
5208,530,High
5209,492,High
5210,826,Very Low
5211,644,Medium
5212,556,High
5213,830,Very Low
5214,483,High
5215,487,High
5216,365,High
5217,587,Medium
5218,350,High
5219,383,High
5220,487,High
5221,482,High
5222,802,Very Low
5223,818,Very Low
5224,636,Medium
5225,453,High
5226,417,High
5227,650,Medium
5228,653,Medium
5229,509,High
5230,532,High
5231,423,High
5232,432,High
5233,514,High
5234,300,High
5235,639,Medium
5236,685,Low
5237,534,High
5238,546,High
5239,477,High
5240,606,Medium
5241,596,Medium
5242,741,Very Low
5243,376,High
5244,774,Very Low
5245,611,Medium
5246,677,Low
5247,527,High
5248,779,Very Low
5249,695,Low
5250,640,Medium
5251,371,High
5252,705,Low
5253,757,Very Low
5254,361,High
5255,804,Very Low
5256,747,Very Low
5257,327,High
5258,796,Very Low
5259,815,Very Low
5260,728,Low
5261,696,Low
5262,397,High
5263,792,Very Low
5264,763,Very Low
5265,559,High
5266,383,High
5267,407,High
5268,657,Medium
5269,649,Medium
5270,739,Low
5271,590,Medium
5272,780,Very Low
5273,509,High
5274,414,High
5275,716,Low
5276,400,High
5277,676,Low
5278,652,Medium
5279,332,High
5280,624,Medium
5281,549,High
5282,582,Medium
5283,434,High
5284,741,Very Low
5285,825,Very Low
5286,668,Medium
5287,646,Medium
5288,721,Low
5289,446,High
5290,535,High
5291,745,Very Low
5292,583,Medium
5293,632,Medium
5294,716,Low
5295,686,Low
5296,827,Very Low
5297,426,High
5298,585,Medium
5299,377,High
5300,684,Low
5301,844,Very Low
5302,848,Very Low
5303,456,High
5304,464,High
5305,488,High
5306,307,High
5307,618,Medium
5308,806,Very Low
5309,821,Very Low
5310,565,High
5311,361,High
5312,385,High
5313,500,High
5314,786,Very Low
5315,394,High
5316,542,High
5317,544,High
5318,835,Very Low
5319,524,High
5320,412,High
5321,499,High
5322,628,Medium
5323,595,Medium
5324,732,Low
5325,580,High
5326,423,High
5327,393,High
5328,388,High
5329,502,High
5330,387,High
5331,459,High
5332,421,High
5333,575,High
5334,547,High
5335,703,Low
5336,380,High
5337,319,High
5338,765,Very Low
5339,825,Very Low
5340,525,High
5341,331,High
5342,469,High
5343,303,High
5344,526,High
5345,423,High
5346,519,High
5347,534,High
5348,789,Very Low
5349,493,High
5350,605,Medium
5351,387,High
5352,430,High
5353,322,High
5354,694,Low
5355,739,Low
5356,561,High
5357,625,Medium
5358,334,High
5359,696,Low
5360,836,Very Low
5361,622,Medium
5362,813,Very Low
5363,344,High
5364,361,High
5365,815,Very Low
5366,348,High
5367,375,High
5368,845,Very Low
5369,355,High
5370,597,Medium
5371,496,High
5372,588,Medium
5373,525,High
5374,523,High
5375,659,Medium
5376,343,High
5377,740,Low
5378,335,High
5379,724,Low
5380,671,Low
5381,814,Very Low
5382,669,Medium
5383,739,Low
5384,594,Medium
5385,366,High
5386,620,Medium
5387,814,Very Low
5388,682,Low
5389,430,High
5390,336,High
5391,703,Low
5392,694,Low
5393,497,High
5394,364,High
5395,420,High
5396,638,Medium
5397,671,Low
5398,629,Medium
5399,459,High
5400,795,Very Low
5401,720,Low
5402,345,High
5403,739,Low
5404,605,Medium
5405,681,Low
5406,700,Low
5407,838,Very Low
5408,609,Medium
5409,840,Very Low
5410,568,High
5411,732,Low
5412,324,High
5413,643,Medium
5414,399,High
5415,706,Low
5416,581,Medium
5417,689,Low
5418,373,High
5419,722,Low
5420,356,High
5421,390,High
5422,493,High
5423,693,Low
5424,795,Very Low
5425,499,High
5426,308,High
5427,543,High
5428,345,High
5429,512,High
5430,596,Medium
5431,717,Low
5432,457,High
5433,763,Very Low
5434,556,High
5435,533,High
5436,457,High
5437,705,Low
5438,314,High
5439,322,High
5440,508,High
5441,334,High
5442,538,High
5443,480,High
5444,330,High
5445,709,Low
5446,499,High
5447,480,High
5448,745,Very Low
5449,357,High
5450,760,Very Low
5451,616,Medium
5452,478,High
5453,424,High
5454,650,Medium
5455,490,High
5456,371,High
5457,774,Very Low
5458,627,Medium
5459,385,High
5460,467,High
5461,628,Medium
5462,300,High
5463,395,High
5464,511,High
5465,300,High
5466,573,High
5467,394,High
5468,671,Low
5469,789,Very Low
5470,384,High
5471,798,Very Low
5472,780,Very Low
5473,542,High
5474,806,Very Low
5475,315,High
5476,454,High
5477,788,Very Low
5478,480,High
5479,463,High
5480,690,Low
5481,589,Medium
5482,677,Low
5483,815,Very Low
5484,417,High
5485,325,High
5486,447,High
5487,734,Low
5488,398,High
5489,444,High
5490,368,High
5491,585,Medium
5492,360,High
5493,671,Low
5494,323,High
5495,544,High
5496,525,High
5497,334,High
5498,417,High
5499,488,High
5500,758,Very Low
5501,591,Medium
5502,421,High
5503,610,Medium
5504,517,High
5505,653,Medium
5506,627,Medium
5507,435,High
5508,368,High
5509,408,High
5510,720,Low
5511,740,Low
5512,580,High
5513,815,Very Low
5514,848,Very Low
5515,435,High
5516,777,Very Low
5517,308,High
5518,542,High
5519,663,Medium
5520,751,Very Low
5521,804,Very Low
5522,364,High
5523,313,High
5524,425,High
5525,837,Very Low
5526,715,Low
5527,552,High
5528,685,Low
5529,519,High
5530,732,Low
5531,502,High
5532,834,Very Low
5533,799,Very Low
5534,615,Medium
5535,522,High
5536,776,Very Low
5537,629,Medium
5538,358,High
5539,458,High
5540,555,High
5541,679,Low
5542,829,Very Low
5543,663,Medium
5544,522,High
5545,754,Very Low
5546,830,Very Low
5547,621,Medium
5548,601,Medium
5549,519,High
5550,465,High
5551,456,High
5552,646,Medium
5553,554,High
5554,488,High
5555,750,Very Low
5556,475,High
5557,381,High
5558,387,High
5559,622,Medium
5560,680,Low
5561,323,High
5562,646,Medium
5563,745,Very Low
5564,741,Very Low
5565,717,Low
5566,774,Very Low
5567,344,High
5568,456,High
5569,418,High
5570,794,Very Low
5571,490,High
5572,695,Low
5573,761,Very Low
5574,710,Low
5575,493,High
5576,336,High
5577,425,High
5578,344,High
5579,484,High
5580,317,High
5581,810,Very Low
5582,824,Very Low
5583,628,Medium
5584,611,Medium
5585,501,High
5586,319,High
5587,689,Low
5588,709,Low
5589,488,High
5590,385,High
5591,470,High
5592,785,Very Low
5593,764,Very Low
5594,428,High
5595,500,High
5596,837,Very Low
5597,797,Very Low
5598,676,Low
5599,561,High
5600,409,High
5601,617,Medium
5602,838,Very Low
5603,381,High
5604,474,High
5605,662,Medium
5606,461,High
5607,730,Low
5608,416,High
5609,816,Very Low
5610,847,Very Low
5611,545,High
5612,564,High
5613,408,High
5614,462,High
5615,630,Medium
5616,404,High
5617,568,High
5618,360,High
5619,841,Very Low
5620,843,Very Low
5621,494,High
5622,754,Very Low
5623,726,Low
5624,731,Low
5625,843,Very Low
5626,659,Medium
5627,633,Medium
5628,624,Medium
5629,562,High
5630,753,Very Low
5631,849,Very Low
5632,725,Low
5633,686,Low
5634,464,High
5635,828,Very Low
5636,821,Very Low
5637,848,Very Low
5638,426,High
5639,716,Low
5640,583,Medium
5641,469,High
5642,665,Medium
5643,357,High
5644,797,Very Low
5645,734,Low
5646,665,Medium
5647,827,Very Low
5648,523,High
5649,361,High
5650,732,Low
5651,827,Very Low
5652,508,High
5653,326,High
5654,453,High
5655,755,Very Low
5656,724,Low
5657,660,Medium
5658,390,High
5659,820,Very Low
5660,481,High
5661,822,Very Low
5662,818,Very Low
5663,839,Very Low
5664,361,High
5665,372,High
5666,398,High
5667,606,Medium
5668,504,High
5669,565,High
5670,677,Low
5671,837,Very Low
5672,750,Very Low
5673,577,High
5674,847,Very Low
5675,755,Very Low
5676,773,Very Low
5677,480,High
5678,554,High
5679,648,Medium
5680,656,Medium
5681,422,High
5682,613,Medium
5683,570,High
5684,481,High
5685,356,High
5686,378,High
5687,357,High
5688,732,Low
5689,805,Very Low
5690,716,Low
5691,384,High
5692,818,Very Low
5693,791,Very Low
5694,584,Medium
5695,348,High
5696,649,Medium
5697,734,Low
5698,781,Very Low
5699,610,Medium
5700,679,Low
5701,781,Very Low
5702,394,High
5703,826,Very Low
5704,333,High
5705,513,High
5706,311,High
5707,449,High
5708,539,High
5709,371,High
5710,491,High
5711,528,High
5712,583,Medium
5713,758,Very Low
5714,630,Medium
5715,770,Very Low
5716,533,High
5717,632,Medium
5718,342,High
5719,710,Low
5720,396,High
5721,672,Low
5722,534,High
5723,719,Low
5724,396,High
5725,593,Medium
5726,551,High
5727,667,Medium
5728,340,High
5729,599,Medium
5730,607,Medium
5731,598,Medium
5732,300,High
5733,392,High
5734,580,High
5735,817,Very Low
5736,757,Very Low
5737,787,Very Low
5738,706,Low
5739,574,High
5740,786,Very Low
5741,402,High
5742,702,Low
5743,406,High
5744,684,Low
5745,529,High
5746,504,High
5747,676,Low
5748,477,High
5749,397,High
5750,636,Medium
5751,476,High
5752,391,High
5753,550,High
5754,801,Very Low
5755,656,Medium
5756,515,High
5757,731,Low
5758,837,Very Low
5759,434,High
5760,343,High
5761,351,High
5762,374,High
5763,484,High
5764,351,High
5765,538,High
5766,361,High
5767,631,Medium
5768,458,High
5769,712,Low
5770,586,Medium
5771,823,Very Low
5772,612,Medium
5773,326,High
5774,777,Very Low
5775,665,Medium
5776,707,Low
5777,637,Medium
5778,707,Low
5779,375,High
5780,374,High
5781,558,High
5782,656,Medium
5783,814,Very Low
5784,584,Medium
5785,715,Low
5786,353,High
5787,721,Low
5788,522,High
5789,739,Low
5790,831,Very Low
5791,545,High
5792,757,Very Low
5793,482,High
5794,558,High
5795,569,High
5796,650,Medium
5797,487,High
5798,801,Very Low
5799,476,High
5800,692,Low
5801,737,Low
5802,648,Medium
5803,793,Very Low
5804,362,High
5805,479,High
5806,833,Very Low
5807,610,Medium
5808,409,High
5809,814,Very Low
5810,557,High
5811,839,Very Low
5812,720,Low
5813,547,High
5814,752,Very Low
5815,308,High
5816,587,Medium
5817,764,Very Low
5818,374,High
5819,401,High
5820,810,Very Low
5821,590,Medium
5822,847,Very Low
5823,422,High
5824,729,Low
5825,615,Medium
5826,420,High
5827,531,High
5828,322,High
5829,761,Very Low
5830,591,Medium
5831,498,High
5832,436,High
5833,669,Medium
5834,320,High
5835,459,High
5836,621,Medium
5837,599,Medium
5838,772,Very Low
5839,758,Very Low
5840,635,Medium
5841,315,High
5842,601,Medium
5843,780,Very Low
5844,658,Medium
5845,318,High
5846,848,Very Low
5847,738,Low
5848,608,Medium
5849,346,High
5850,430,High
5851,387,High
5852,641,Medium
5853,361,High
5854,428,High
5855,338,High
5856,460,High
5857,348,High
5858,604,Medium
5859,693,Low
5860,651,Medium
5861,370,High
5862,759,Very Low
5863,338,High
5864,399,High
5865,774,Very Low
5866,812,Very Low
5867,842,Very Low
5868,396,High
5869,687,Low
5870,811,Very Low
5871,352,High
5872,772,Very Low
5873,484,High
5874,500,High
5875,377,High
5876,547,High
5877,733,Low
5878,331,High
5879,752,Very Low
5880,805,Very Low
5881,680,Low
5882,693,Low
5883,706,Low
5884,480,High
5885,616,Medium
5886,601,Medium
5887,609,Medium
5888,829,Very Low
5889,539,High
5890,521,High
5891,401,High
5892,680,Low
5893,657,Medium
5894,633,Medium
5895,607,Medium
5896,300,High
5897,444,High
5898,300,High
5899,790,Very Low
5900,791,Very Low
5901,802,Very Low
5902,833,Very Low
5903,681,Low
5904,531,High
5905,588,Medium
5906,695,Low
5907,429,High
5908,614,Medium
5909,809,Very Low
5910,801,Very Low
5911,449,High
5912,695,Low
5913,516,High
5914,780,Very Low
5915,827,Very Low
5916,467,High
5917,472,High
5918,536,High
5919,309,High
5920,375,High
5921,513,High
5922,420,High
5923,472,High
5924,529,High
5925,312,High
5926,363,High
5927,829,Very Low
5928,836,Very Low
5929,822,Very Low
5930,781,Very Low
5931,386,High
5932,796,Very Low
5933,725,Low
5934,355,High
5935,624,Medium
5936,840,Very Low
5937,777,Very Low
5938,615,Medium
5939,800,Very Low
5940,406,High
5941,717,Low
5942,420,High
5943,311,High
5944,648,Medium
5945,446,High
5946,328,High
5947,792,Very Low
5948,656,Medium
5949,525,High
5950,631,Medium
5951,831,Very Low
5952,813,Very Low
5953,455,High
5954,845,Very Low
5955,576,High
5956,638,Medium
5957,636,Medium
5958,739,Low
5959,688,Low
5960,640,Medium
5961,383,High
5962,490,High
5963,600,Medium
5964,638,Medium
5965,770,Very Low
5966,332,High
5967,765,Very Low
5968,590,Medium
5969,601,Medium
5970,784,Very Low
5971,663,Medium
5972,382,High
5973,662,Medium
5974,325,High
5975,642,Medium
5976,672,Low
5977,774,Very Low
5978,380,High
5979,639,Medium
5980,789,Very Low
5981,422,High
5982,745,Very Low
5983,421,High
5984,379,High
5985,633,Medium
5986,373,High
5987,749,Very Low
5988,596,Medium
5989,385,High
5990,799,Very Low
5991,422,High
5992,728,Low
5993,841,Very Low
5994,466,High
5995,730,Low
5996,337,High
5997,700,Low
5998,401,High
5999,790,Very Low
6000,764,Very Low
6001,741,Very Low
6002,705,Low
6003,688,Low
6004,487,High
6005,335,High
6006,511,High
6007,665,Medium
6008,612,Medium
6009,802,Very Low
6010,389,High
6011,606,Medium
6012,405,High
6013,502,High
6014,626,Medium
6015,610,Medium
6016,330,High
6017,349,High
6018,386,High
6019,364,High
6020,634,Medium
6021,475,High
6022,769,Very Low
6023,323,High
6024,624,Medium
6025,335,High
6026,531,High
6027,621,Medium
6028,525,High
6029,659,Medium
6030,490,High
6031,472,High
6032,765,Very Low
6033,498,High
6034,428,High
6035,641,Medium
6036,382,High
6037,436,High
6038,801,Very Low
6039,462,High
6040,440,High
6041,472,High
6042,478,High
6043,452,High
6044,758,Very Low
6045,777,Very Low
6046,404,High
6047,499,High
6048,614,Medium
6049,705,Low
6050,586,Medium
6051,665,Medium
6052,516,High
6053,849,Very Low
6054,604,Medium
6055,399,High
6056,710,Low
6057,834,Very Low
6058,639,Medium
6059,582,Medium
6060,430,High
6061,403,High
6062,838,Very Low
6063,551,High
6064,324,High
6065,488,High
6066,502,High
6067,807,Very Low
6068,351,High
6069,805,Very Low
6070,767,Very Low
6071,717,Low
6072,419,High
6073,791,Very Low
6074,556,High
6075,757,Very Low
6076,492,High
6077,432,High
6078,484,High
6079,449,High
6080,726,Low
6081,557,High
6082,756,Very Low
6083,690,Low
6084,576,High
6085,626,Medium
6086,419,High
6087,550,High
6088,414,High
6089,695,Low
6090,791,Very Low
6091,437,High
6092,559,High
6093,604,Medium
6094,795,Very Low
6095,454,High
6096,305,High
6097,820,Very Low
6098,843,Very Low
6099,721,Low
6100,329,High
6101,600,Medium
6102,669,Medium
6103,449,High
6104,828,Very Low
6105,424,High
6106,353,High
6107,459,High
6108,455,High
6109,694,Low
6110,722,Low
6111,670,Medium
6112,466,High
6113,623,Medium
6114,489,High
6115,824,Very Low
6116,811,Very Low
6117,584,Medium
6118,538,High
6119,745,Very Low
6120,498,High
6121,498,High
6122,320,High
6123,564,High
6124,797,Very Low
6125,710,Low
6126,640,Medium
6127,496,High
6128,432,High
6129,570,High
6130,678,Low
6131,843,Very Low
6132,335,High
6133,736,Low
6134,706,Low
6135,445,High
6136,695,Low
6137,681,Low
6138,429,High
6139,535,High
6140,477,High
6141,714,Low
6142,731,Low
6143,368,High
6144,444,High
6145,342,High
6146,754,Very Low
6147,445,High
6148,493,High
6149,362,High
6150,583,Medium
6151,692,Low
6152,327,High
6153,807,Very Low
6154,758,Very Low
6155,375,High
6156,501,High
6157,500,High
6158,672,Low
6159,621,Medium
6160,628,Medium
6161,666,Medium
6162,478,High
6163,426,High
6164,443,High
6165,492,High
6166,768,Very Low
6167,541,High
6168,356,High
6169,720,Low
6170,732,Low
6171,346,High
6172,723,Low
6173,697,Low
6174,595,Medium
6175,603,Medium
6176,535,High
6177,715,Low
6178,713,Low
6179,419,High
6180,738,Low
6181,377,High
6182,631,Medium
6183,407,High
6184,686,Low
6185,306,High
6186,693,Low
6187,821,Very Low
6188,527,High
6189,469,High
6190,333,High
6191,453,High
6192,429,High
6193,304,High
6194,325,High
6195,799,Very Low
6196,634,Medium
6197,708,Low
6198,391,High
6199,833,Very Low
6200,702,Low
6201,797,Very Low
6202,341,High
6203,783,Very Low
6204,458,High
6205,654,Medium
6206,799,Very Low
6207,549,High
6208,630,Medium
6209,513,High
6210,662,Medium
6211,773,Very Low
6212,719,Low
6213,539,High
6214,749,Very Low
6215,366,High
6216,490,High
6217,669,Medium
6218,578,High
6219,349,High
6220,620,Medium
6221,471,High
6222,748,Very Low
6223,317,High
6224,671,Low
6225,688,Low
6226,765,Very Low
6227,545,High
6228,395,High
6229,588,Medium
6230,515,High
6231,510,High
6232,381,High
6233,758,Very Low
6234,681,Low
6235,558,High
6236,695,Low
6237,332,High
6238,569,High
6239,766,Very Low
6240,768,Very Low
6241,724,Low
6242,728,Low
6243,842,Very Low
6244,398,High
6245,743,Very Low
6246,670,Medium
6247,431,High
6248,565,High
6249,521,High
6250,656,Medium
6251,798,Very Low
6252,436,High
6253,448,High
6254,426,High
6255,539,High
6256,578,High
6257,360,High
6258,677,Low
6259,700,Low
6260,659,Medium
6261,738,Low
6262,576,High
6263,737,Low
6264,396,High
6265,442,High
6266,523,High
6267,614,Medium
6268,328,High
6269,822,Very Low
6270,328,High
6271,670,Medium
6272,644,Medium
6273,640,Medium
6274,771,Very Low
6275,480,High
6276,814,Very Low
6277,824,Very Low
6278,721,Low
6279,675,Low
6280,706,Low
6281,756,Very Low
6282,796,Very Low
6283,355,High
6284,564,High
6285,422,High
6286,677,Low
6287,638,Medium
6288,526,High
6289,775,Very Low
6290,455,High
6291,378,High
6292,574,High
6293,652,Medium
6294,519,High
6295,559,High
6296,730,Low
6297,714,Low
6298,688,Low
6299,423,High
6300,588,Medium
6301,603,Medium
6302,459,High
6303,681,Low
6304,411,High
6305,525,High
6306,787,Very Low
6307,660,Medium
6308,462,High
6309,346,High
6310,637,Medium
6311,572,High
6312,354,High
6313,566,High
6314,844,Very Low
6315,619,Medium
6316,357,High
6317,573,High
6318,633,Medium
6319,422,High
6320,447,High
6321,612,Medium
6322,509,High
6323,573,High
6324,444,High
6325,673,Low
6326,655,Medium
6327,763,Very Low
6328,466,High
6329,643,Medium
6330,448,High
6331,584,Medium
6332,653,Medium
6333,560,High
6334,471,High
6335,489,High
6336,412,High
6337,794,Very Low
6338,745,Very Low
6339,732,Low
6340,466,High
6341,605,Medium
6342,828,Very Low
6343,677,Low
6344,482,High
6345,505,High
6346,739,Low
6347,492,High
6348,557,High
6349,311,High
6350,484,High
6351,514,High
6352,758,Very Low
6353,639,Medium
6354,663,Medium
6355,620,Medium
6356,539,High
6357,314,High
6358,465,High
6359,653,Medium
6360,756,Very Low
6361,620,Medium
6362,564,High
6363,469,High
6364,810,Very Low
6365,749,Very Low
6366,377,High
6367,507,High
6368,330,High
6369,493,High
6370,459,High
6371,399,High
6372,803,Very Low
6373,502,High
6374,307,High
6375,781,Very Low
6376,843,Very Low
6377,602,Medium
6378,307,High
6379,471,High
6380,452,High
6381,581,Medium
6382,692,Low
6383,602,Medium
6384,499,High
6385,444,High
6386,314,High
6387,609,Medium
6388,696,Low
6389,805,Very Low
6390,794,Very Low
6391,343,High
6392,558,High
6393,480,High
6394,611,Medium
6395,353,High
6396,648,Medium
6397,683,Low
6398,486,High
6399,620,Medium
6400,651,Medium
6401,755,Very Low
6402,592,Medium
6403,458,High
6404,778,Very Low
6405,324,High
6406,531,High
6407,819,Very Low
6408,777,Very Low
6409,718,Low
6410,669,Medium
6411,791,Very Low
6412,312,High
6413,372,High
6414,451,High
6415,731,Low
6416,844,Very Low
6417,556,High
6418,627,Medium
6419,553,High
6420,421,High
6421,332,High
6422,559,High
6423,849,Very Low
6424,452,High
6425,544,High
6426,440,High
6427,788,Very Low
6428,529,High
6429,500,High
6430,465,High
6431,334,High
6432,529,High
6433,589,Medium
6434,725,Low
6435,365,High
6436,333,High
6437,531,High
6438,631,Medium
6439,426,High
6440,424,High
6441,667,Medium
6442,378,High
6443,309,High
6444,847,Very Low
6445,467,High
6446,436,High
6447,480,High
6448,753,Very Low
6449,385,High
6450,513,High
6451,608,Medium
6452,466,High
6453,616,Medium
6454,351,High
6455,495,High
6456,505,High
6457,542,High
6458,517,High
6459,651,Medium
6460,478,High
6461,686,Low
6462,663,Medium
6463,676,Low
6464,579,High
6465,373,High
6466,799,Very Low
6467,789,Very Low
6468,396,High
6469,334,High
6470,800,Very Low
6471,585,Medium
6472,382,High
6473,340,High
6474,797,Very Low
6475,512,High
6476,547,High
6477,420,High
6478,755,Very Low
6479,724,Low
6480,736,Low
6481,699,Low
6482,540,High
6483,747,Very Low
6484,730,Low
6485,418,High
6486,837,Very Low
6487,786,Very Low
6488,789,Very Low
6489,713,Low
6490,429,High
6491,840,Very Low
6492,737,Low
6493,459,High
6494,407,High
6495,542,High
6496,550,High
6497,465,High
6498,576,High
6499,582,Medium
6500,799,Very Low
6501,333,High
6502,466,High
6503,368,High
6504,372,High
6505,600,Medium
6506,307,High
6507,823,Very Low
6508,675,Low
6509,482,High
6510,567,High
6511,383,High
6512,833,Very Low
6513,475,High
6514,600,Medium
6515,325,High
6516,408,High
6517,666,Medium
6518,406,High
6519,738,Low
6520,496,High
6521,301,High
6522,839,Very Low
6523,632,Medium
6524,762,Very Low
6525,480,High
6526,473,High
6527,680,Low
6528,633,Medium
6529,622,Medium
6530,800,Very Low
6531,785,Very Low
6532,497,High
6533,846,Very Low
6534,575,High
6535,355,High
6536,407,High
6537,302,High
6538,361,High
6539,778,Very Low
6540,328,High
6541,721,Low
6542,639,Medium
6543,810,Very Low
6544,769,Very Low
6545,511,High
6546,409,High
6547,721,Low
6548,667,Medium
6549,660,Medium
6550,690,Low
6551,541,High
6552,663,Medium
6553,400,High
6554,729,Low
6555,708,Low
6556,761,Very Low
6557,554,High
6558,658,Medium
6559,520,High
6560,635,Medium
6561,768,Very Low
6562,449,High
6563,385,High
6564,436,High
6565,642,Medium
6566,779,Very Low
6567,591,Medium
6568,538,High
6569,560,High
6570,517,High
6571,303,High
6572,835,Very Low
6573,662,Medium
6574,823,Very Low
6575,436,High
6576,798,Very Low
6577,465,High
6578,395,High
6579,474,High
6580,515,High
6581,680,Low
6582,804,Very Low
6583,667,Medium
6584,537,High
6585,638,Medium
6586,538,High
6587,445,High
6588,663,Medium
6589,365,High
6590,773,Very Low
6591,484,High
6592,543,High
6593,363,High
6594,795,Very Low
6595,802,Very Low
6596,608,Medium
6597,742,Very Low
6598,840,Very Low
6599,371,High
6600,522,High
6601,525,High
6602,668,Medium
6603,840,Very Low
6604,844,Very Low
6605,576,High
6606,724,Low
6607,668,Medium
6608,428,High
6609,710,Low
6610,813,Very Low
6611,673,Low
6612,373,High
6613,713,Low
6614,428,High
6615,778,Very Low
6616,782,Very Low
6617,539,High
6618,456,High
6619,440,High
6620,598,Medium
6621,340,High
6622,644,Medium
6623,697,Low
6624,340,High
6625,750,Very Low
6626,737,Low
6627,504,High
6628,807,Very Low
6629,709,Low
6630,485,High
6631,430,High
6632,578,High
6633,303,High
6634,338,High
6635,757,Very Low
6636,845,Very Low
6637,515,High
6638,419,High
6639,580,High
6640,570,High
6641,428,High
6642,675,Low
6643,614,Medium
6644,441,High
6645,404,High
6646,803,Very Low
6647,352,High
6648,543,High
6649,693,Low
6650,470,High
6651,445,High
6652,614,Medium
6653,631,Medium
6654,663,Medium
6655,578,High
6656,385,High
6657,758,Very Low
6658,476,High
6659,695,Low
6660,516,High
6661,608,Medium
6662,623,Medium
6663,656,Medium
6664,840,Very Low
6665,302,High
6666,388,High
6667,666,Medium
