loan_id,loan_status,default_flag
8927,Active,0
8928,Default,1
8929,Paid,0
8930,Paid,0
8931,Default,1
8932,Paid,0
8933,Default,1
8934,Active,0
8935,Paid,0
8936,Active,0
8937,Active,0
8938,Paid,0
8939,Default,1
8940,Default,1
8941,Paid,0
8942,Default,1
8943,Paid,0
8944,Active,0
8945,Active,0
8946,Paid,0
8947,Active,0
8948,Default,1
8949,Active,0
8950,Default,1
8951,Active,0
8952,Active,0
8953,Active,0
8954,Paid,0
8955,Paid,0
8956,Active,0
8957,Paid,0
8958,Active,0
8959,Default,1
8960,Active,0
8961,Active,0
8962,Default,1
8963,Paid,0
8964,Active,0
8965,Active,0
8966,Active,0
8967,Active,0
8968,Default,1
8969,Default,1
8970,Active,0
8971,Active,0
8972,Paid,0
8973,Active,0
8974,Default,1
8975,Paid,0
8976,Active,0
8977,Active,0
8978,Active,0
8979,Paid,0
8980,Paid,0
8981,Default,1
8982,Active,0
8983,Active,0
8984,Active,0
8985,Paid,0
8986,Active,0
8987,Paid,0
8988,Active,0
8989,Default,1
8990,Active,0
8991,Paid,0
8992,Active,0
8993,Active,0
8994,Paid,0
8995,Active,0
8996,Paid,0
8997,Active,0
8998,Active,0
8999,Paid,0
9000,Active,0
9001,Active,0
9002,Paid,0
9003,Active,0
9004,Active,0
9005,Active,0
9006,Active,0
9007,Paid,0
9008,Paid,0
9009,Paid,0
9010,Active,0
9011,Active,0
9012,Active,0
9013,Paid,0
9014,Default,1
9015,Paid,0
9016,Active,0
9017,Active,0
9018,Default,1
9019,Paid,0
9020,Active,0
9021,Active,0
9022,Default,1
9023,Paid,0
9024,Active,0
9025,Active,0
9026,Active,0
9027,Active,0
9028,Active,0
9029,Paid,0
9030,Active,0
9031,Paid,0
9032,Active,0
9033,Active,0
9034,Active,0
9035,Active,0
9036,Paid,0
9037,Active,0
9038,Active,0
9039,Default,1
9040,Active,0
9041,Default,1
9042,Paid,0
9043,Paid,0
9044,Active,0
9045,Paid,0
9046,Default,1
9047,Paid,0
9048,Paid,0
9049,Active,0
9050,Paid,0
9051,Active,0
9052,Paid,0
9053,Default,1
9054,Paid,0
9055,Active,0
9056,Active,0
9057,Paid,0
9058,Active,0
9059,Active,0
9060,Active,0
9061,Active,0
9062,Active,0
9063,Active,0
9064,Active,0
9065,Paid,0
9066,Paid,0
9067,Paid,0
9068,Active,0
9069,Paid,0
9070,Paid,0
9071,Active,0
9072,Active,0
9073,Active,0
9074,Paid,0
9075,Active,0
9076,Paid,0
9077,Active,0
9078,Paid,0
9079,Active,0
9080,Active,0
9081,Paid,0
9082,Paid,0
9083,Active,0
9084,Active,0
9085,Default,1
9086,Paid,0
9087,Active,0
9088,Default,1
9089,Paid,0
9090,Active,0
9091,Active,0
9092,Active,0
9093,Default,1
9094,Active,0
9095,Paid,0
9096,Active,0
9097,Active,0
9098,Active,0
9099,Active,0
9100,Paid,0
9101,Active,0
9102,Active,0
9103,Paid,0
9104,Active,0
9105,Active,0
9106,Active,0
9107,Paid,0
9108,Paid,0
9109,Active,0
9110,Paid,0
9111,Active,0
9112,Paid,0
9113,Paid,0
9114,Paid,0
9115,Paid,0
9116,Default,1
9117,Paid,0
9118,Active,0
9119,Paid,0
9120,Active,0
9121,Active,0
9122,Paid,0
9123,Active,0
9124,Active,0
9125,Default,1
9126,Active,0
9127,Active,0
9128,Active,0
9129,Active,0
9130,Paid,0
9131,Paid,0
9132,Active,0
9133,Default,1
9134,Active,0
9135,Default,1
9136,Paid,0
9137,Default,1
9138,Active,0
9139,Active,0
9140,Default,1
9141,Paid,0
9142,Paid,0
9143,Active,0
9144,Paid,0
9145,Active,0
9146,Paid,0
9147,Active,0
9148,Active,0
9149,Paid,0
9150,Paid,0
9151,Default,1
9152,Active,0
9153,Active,0
9154,Paid,0
9155,Paid,0
9156,Active,0
9157,Active,0
9158,Paid,0
9159,Active,0
9160,Paid,0
9161,Active,0
9162,Active,0
9163,Active,0
9164,Active,0
9165,Active,0
9166,Paid,0
9167,Paid,0
9168,Active,0
9169,Active,0
9170,Active,0
9171,Active,0
9172,Active,0
9173,Active,0
9174,Active,0
9175,Paid,0
9176,Paid,0
9177,Paid,0
9178,Active,0
9179,Paid,0
9180,Active,0
9181,Active,0
9182,Active,0
9183,Paid,0
9184,Active,0
9185,Active,0
9186,Default,1
9187,Active,0
9188,Active,0
9189,Active,0
9190,Paid,0
9191,Active,0
9192,Active,0
9193,Paid,0
9194,Active,0
9195,Default,1
9196,Active,0
9197,Default,1
9198,Active,0
9199,Active,0
9200,Active,0
9201,Active,0
9202,Paid,0
9203,Paid,0
9204,Paid,0
9205,Paid,0
9206,Active,0
9207,Paid,0
9208,Active,0
9209,Active,0
9210,Active,0
9211,Paid,0
9212,Active,0
9213,Active,0
9214,Active,0
9215,Active,0
9216,Active,0
9217,Active,0
9218,Paid,0
9219,Active,0
9220,Paid,0
9221,Paid,0
9222,Active,0
9223,Active,0
9224,Paid,0
9225,Active,0
9226,Paid,0
9227,Paid,0
9228,Active,0
9229,Paid,0
9230,Active,0
9231,Active,0
9232,Paid,0
9233,Paid,0
9234,Active,0
9235,Active,0
9236,Active,0
9237,Paid,0
9238,Active,0
9239,Active,0
9240,Paid,0
9241,Default,1
9242,Paid,0
9243,Default,1
9244,Paid,0
9245,Active,0
9246,Active,0
9247,Active,0
9248,Active,0
9249,Paid,0
9250,Active,0
9251,Paid,0
9252,Active,0
9253,Active,0
9254,Active,0
9255,Active,0
9256,Active,0
9257,Paid,0
9258,Paid,0
9259,Default,1
9260,Active,0
9261,Active,0
9262,Active,0
9263,Active,0
9264,Default,1
9265,Active,0
9266,Active,0
9267,Default,1
9268,Paid,0
9269,Paid,0
9270,Active,0
9271,Active,0
9272,Active,0
9273,Active,0
9274,Active,0
9275,Active,0
9276,Active,0
9277,Active,0
9278,Paid,0
9279,Default,1
9280,Active,0
9281,Active,0
9282,Active,0
9283,Active,0
9284,Default,1
9285,Paid,0
9286,Default,1
9287,Active,0
9288,Active,0
9289,Active,0
9290,Active,0
9291,Active,0
9292,Active,0
9293,Paid,0
9294,Default,1
9295,Active,0
9296,Paid,0
9297,Active,0
9298,Active,0
9299,Paid,0
9300,Paid,0
9301,Active,0
9302,Active,0
9303,Active,0
9304,Active,0
9305,Active,0
9306,Active,0
9307,Active,0
9308,Default,1
9309,Default,1
9310,Active,0
9311,Paid,0
9312,Active,0
9313,Default,1
9314,Default,1
9315,Active,0
9316,Paid,0
9317,Active,0
9318,Paid,0
9319,Active,0
9320,Paid,0
9321,Paid,0
9322,Default,1
9323,Active,0
9324,Active,0
9325,Default,1
9326,Paid,0
9327,Paid,0
9328,Paid,0
9329,Active,0
9330,Default,1
9331,Active,0
9332,Default,1
9333,Paid,0
9334,Default,1
9335,Paid,0
9336,Paid,0
9337,Active,0
9338,Active,0
9339,Active,0
9340,Paid,0
9341,Paid,0
9342,Paid,0
9343,Active,0
9344,Active,0
9345,Default,1
9346,Paid,0
9347,Paid,0
9348,Active,0
9349,Default,1
9350,Paid,0
9351,Active,0
9352,Active,0
9353,Paid,0
9354,Paid,0
9355,Default,1
9356,Active,0
9357,Paid,0
9358,Paid,0
9359,Paid,0
9360,Paid,0
9361,Active,0
9362,Active,0
9363,Paid,0
9364,Active,0
9365,Active,0
9366,Default,1
9367,Active,0
9368,Active,0
9369,Active,0
9370,Default,1
9371,Active,0
9372,Paid,0
9373,Active,0
9374,Active,0
9375,Paid,0
9376,Active,0
9377,Paid,0
9378,Paid,0
9379,Active,0
9380,Paid,0
9381,Active,0
9382,Paid,0
9383,Active,0
9384,Active,0
9385,Paid,0
9386,Active,0
9387,Default,1
9388,Paid,0
9389,Paid,0
9390,Paid,0
9391,Paid,0
9392,Active,0
9393,Active,0
9394,Active,0
9395,Paid,0
9396,Paid,0
9397,Default,1
9398,Active,0
9399,Default,1
9400,Active,0
9401,Paid,0
9402,Paid,0
9403,Paid,0
9404,Active,0
9405,Paid,0
9406,Active,0
9407,Active,0
9408,Active,0
9409,Active,0
9410,Paid,0
9411,Paid,0
9412,Paid,0
9413,Active,0
9414,Default,1
9415,Active,0
9416,Paid,0
9417,Active,0
9418,Active,0
9419,Default,1
9420,Paid,0
9421,Active,0
9422,Active,0
9423,Paid,0
9424,Default,1
9425,Paid,0
9426,Active,0
9427,Active,0
9428,Active,0
9429,Default,1
9430,Paid,0
9431,Active,0
9432,Active,0
9433,Active,0
9434,Active,0
9435,Active,0
9436,Active,0
9437,Paid,0
9438,Active,0
9439,Default,1
9440,Paid,0
9441,Paid,0
9442,Active,0
9443,Paid,0
9444,Active,0
9445,Active,0
9446,Paid,0
9447,Paid,0
9448,Active,0
9449,Paid,0
9450,Default,1
9451,Active,0
9452,Active,0
9453,Paid,0
9454,Default,1
9455,Default,1
9456,Paid,0
9457,Paid,0
9458,Active,0
9459,Paid,0
9460,Default,1
9461,Active,0
9462,Paid,0
9463,Active,0
9464,Active,0
9465,Active,0
9466,Paid,0
9467,Active,0
9468,Active,0
9469,Default,1
9470,Active,0
9471,Active,0
9472,Default,1
9473,Active,0
9474,Active,0
9475,Paid,0
9476,Paid,0
9477,Active,0
9478,Default,1
9479,Paid,0
9480,Paid,0
9481,Active,0
9482,Default,1
9483,Paid,0
9484,Active,0
9485,Default,1
9486,Paid,0
9487,Active,0
9488,Active,0
9489,Active,0
9490,Paid,0
9491,Active,0
9492,Default,1
9493,Paid,0
9494,Active,0
9495,Active,0
9496,Active,0
9497,Active,0
9498,Paid,0
9499,Paid,0
9500,Active,0
9501,Paid,0
9502,Active,0
9503,Default,1
9504,Paid,0
9505,Active,0
9506,Default,1
9507,Active,0
9508,Active,0
9509,Active,0
9510,Active,0
9511,Active,0
9512,Active,0
9513,Paid,0
9514,Paid,0
9515,Active,0
9516,Paid,0
9517,Active,0
9518,Active,0
9519,Paid,0
9520,Active,0
9521,Active,0
9522,Active,0
9523,Default,1
9524,Paid,0
9525,Default,1
9526,Default,1
9527,Paid,0
9528,Paid,0
9529,Active,0
9530,Paid,0
9531,Paid,0
9532,Active,0
9533,Paid,0
9534,Active,0
9535,Default,1
9536,Active,0
9537,Active,0
9538,Paid,0
9539,Paid,0
9540,Active,0
9541,Active,0
9542,Paid,0
9543,Paid,0
9544,Active,0
9545,Paid,0
9546,Default,1
9547,Active,0
9548,Active,0
9549,Active,0
9550,Active,0
9551,Active,0
9552,Default,1
9553,Active,0
9554,Active,0
9555,Paid,0
9556,Paid,0
9557,Paid,0
9558,Paid,0
9559,Active,0
9560,Active,0
9561,Active,0
9562,Paid,0
9563,Paid,0
9564,Active,0
9565,Active,0
9566,Active,0
9567,Active,0
9568,Active,0
9569,Paid,0
9570,Paid,0
9571,Active,0
9572,Active,0
9573,Paid,0
9574,Active,0
9575,Active,0
9576,Paid,0
9577,Active,0
9578,Active,0
9579,Active,0
9580,Active,0
9581,Active,0
9582,Active,0
9583,Active,0
9584,Default,1
9585,Active,0
9586,Active,0
9587,Active,0
9588,Default,1
9589,Paid,0
9590,Active,0
9591,Paid,0
9592,Active,0
9593,Active,0
9594,Active,0
9595,Active,0
9596,Active,0
9597,Paid,0
9598,Default,1
9599,Active,0
9600,Paid,0
9601,Active,0
9602,Paid,0
9603,Active,0
9604,Paid,0
9605,Active,0
9606,Active,0
9607,Paid,0
9608,Default,1
9609,Default,1
9610,Active,0
9611,Paid,0
9612,Active,0
9613,Active,0
9614,Paid,0
9615,Active,0
9616,Default,1
9617,Paid,0
9618,Active,0
9619,Active,0
9620,Paid,0
9621,Paid,0
9622,Active,0
9623,Active,0
9624,Active,0
9625,Active,0
9626,Paid,0
9627,Paid,0
9628,Active,0
9629,Paid,0
9630,Paid,0
9631,Active,0
9632,Default,1
9633,Active,0
9634,Paid,0
9635,Active,0
9636,Paid,0
9637,Default,1
9638,Default,1
9639,Active,0
9640,Active,0
9641,Default,1
9642,Paid,0
9643,Active,0
9644,Active,0
9645,Paid,0
9646,Active,0
9647,Default,1
9648,Paid,0
9649,Default,1
9650,Paid,0
9651,Active,0
9652,Paid,0
9653,Active,0
9654,Default,1
9655,Default,1
9656,Paid,0
9657,Paid,0
9658,Active,0
9659,Active,0
9660,Paid,0
9661,Paid,0
9662,Default,1
9663,Default,1
9664,Active,0
9665,Active,0
9666,Active,0
9667,Paid,0
9668,Default,1
9669,Active,0
9670,Paid,0
9671,Paid,0
9672,Active,0
9673,Active,0
9674,Paid,0
9675,Paid,0
9676,Active,0
9677,Paid,0
9678,Paid,0
9679,Active,0
9680,Paid,0
9681,Active,0
9682,Active,0
9683,Paid,0
9684,Active,0
9685,Default,1
9686,Paid,0
9687,Paid,0
9688,Paid,0
9689,Active,0
9690,Active,0
9691,Active,0
9692,Paid,0
9693,Paid,0
9694,Active,0
9695,Active,0
9696,Paid,0
9697,Paid,0
9698,Active,0
9699,Active,0
9700,Active,0
9701,Paid,0
9702,Active,0
9703,Paid,0
9704,Paid,0
9705,Active,0
9706,Active,0
9707,Paid,0
9708,Paid,0
9709,Active,0
9710,Active,0
9711,Active,0
9712,Paid,0
9713,Active,0
9714,Paid,0
9715,Active,0
9716,Active,0
9717,Active,0
9718,Active,0
9719,Active,0
9720,Default,1
9721,Active,0
9722,Active,0
9723,Active,0
9724,Active,0
9725,Paid,0
9726,Paid,0
9727,Active,0
9728,Paid,0
9729,Active,0
9730,Active,0
9731,Default,1
9732,Active,0
9733,Default,1
9734,Active,0
9735,Default,1
9736,Paid,0
9737,Paid,0
9738,Paid,0
9739,Active,0
9740,Active,0
9741,Active,0
9742,Active,0
9743,Active,0
9744,Paid,0
9745,Active,0
9746,Default,1
9747,Default,1
9748,Active,0
9749,Active,0
9750,Default,1
9751,Paid,0
9752,Paid,0
9753,Active,0
9754,Active,0
9755,Paid,0
9756,Default,1
9757,Paid,0
9758,Paid,0
9759,Default,1
9760,Default,1
9761,Active,0
9762,Active,0
9763,Paid,0
9764,Paid,0
9765,Active,0
9766,Default,1
9767,Active,0
9768,Active,0
9769,Active,0
9770,Paid,0
9771,Active,0
9772,Paid,0
9773,Paid,0
9774,Paid,0
9775,Default,1
9776,Active,0
9777,Active,0
9778,Default,1
9779,Default,1
9780,Active,0
9781,Paid,0
9782,Active,0
9783,Paid,0
9784,Active,0
9785,Paid,0
9786,Default,1
9787,Active,0
9788,Default,1
9789,Active,0
9790,Default,1
9791,Paid,0
9792,Active,0
9793,Paid,0
9794,Active,0
9795,Paid,0
9796,Active,0
9797,Active,0
9798,Active,0
9799,Active,0
9800,Active,0
9801,Paid,0
9802,Active,0
9803,Active,0
9804,Paid,0
9805,Active,0
9806,Paid,0
9807,Active,0
9808,Active,0
9809,Active,0
9810,Active,0
9811,Paid,0
9812,Active,0
9813,Active,0
9814,Default,1
9815,Paid,0
9816,Paid,0
9817,Paid,0
9818,Paid,0
9819,Paid,0
9820,Default,1
9821,Active,0
9822,Active,0
9823,Active,0
9824,Active,0
9825,Active,0
9826,Active,0
9827,Paid,0
9828,Default,1
9829,Active,0
9830,Paid,0
9831,Active,0
9832,Paid,0
9833,Active,0
9834,Paid,0
9835,Paid,0
9836,Active,0
9837,Paid,0
9838,Paid,0
9839,Default,1
9840,Paid,0
9841,Paid,0
9842,Active,0
9843,Active,0
9844,Paid,0
9845,Active,0
9846,Active,0
9847,Active,0
9848,Active,0
9849,Paid,0
9850,Active,0
9851,Active,0
9852,Active,0
9853,Active,0
9854,Paid,0
9855,Active,0
9856,Active,0
9857,Paid,0
9858,Active,0
9859,Paid,0
9860,Active,0
9861,Active,0
9862,Active,0
9863,Active,0
9864,Active,0
9865,Active,0
9866,Default,1
9867,Paid,0
9868,Active,0
9869,Active,0
9870,Paid,0
9871,Active,0
9872,Default,1
9873,Default,1
9874,Active,0
9875,Default,1
9876,Active,0
9877,Default,1
9878,Active,0
9879,Active,0
9880,Active,0
9881,Active,0
9882,Active,0
9883,Active,0
9884,Active,0
9885,Paid,0
9886,Default,1
9887,Active,0
9888,Active,0
9889,Active,0
9890,Active,0
9891,Active,0
9892,Paid,0
9893,Active,0
9894,Active,0
9895,Active,0
9896,Paid,0
9897,Active,0
9898,Paid,0
9899,Active,0
9900,Paid,0
9901,Active,0
9902,Active,0
9903,Paid,0
9904,Active,0
9905,Paid,0
9906,Active,0
9907,Active,0
9908,Default,1
9909,Paid,0
9910,Active,0
9911,Paid,0
9912,Default,1
9913,Active,0
9914,Active,0
9915,Active,0
9916,Active,0
9917,Paid,0
9918,Active,0
9919,Active,0
9920,Paid,0
9921,Active,0
9922,Paid,0
9923,Paid,0
9924,Default,1
9925,Paid,0
9926,Default,1
9927,Default,1
9928,Active,0
9929,Default,1
9930,Active,0
9931,Active,0
9932,Paid,0
9933,Active,0
9934,Active,0
9935,Paid,0
9936,Active,0
9937,Default,1
9938,Default,1
9939,Default,1
9940,Paid,0
9941,Active,0
9942,Paid,0
9943,Paid,0
9944,Default,1
9945,Paid,0
9946,Active,0
9947,Default,1
9948,Active,0
9949,Paid,0
9950,Paid,0
9951,Active,0
9952,Default,1
9953,Active,0
9954,Active,0
9955,Active,0
9956,Active,0
9957,Default,1
9958,Active,0
9959,Active,0
9960,Paid,0
9961,Active,0
9962,Active,0
9963,Active,0
9964,Active,0
9965,Paid,0
9966,Paid,0
9967,Active,0
9968,Default,1
9969,Default,1
9970,Paid,0
9971,Default,1
9972,Paid,0
9973,Paid,0
9974,Active,0
9975,Paid,0
9976,Active,0
9977,Active,0
9978,Paid,0
9979,Active,0
9980,Active,0
9981,Active,0
9982,Active,0
9983,Active,0
9984,Paid,0
9985,Active,0
9986,Default,1
9987,Paid,0
9988,Paid,0
9989,Paid,0
9990,Paid,0
9991,Default,1
9992,Paid,0
9993,Paid,0
9994,Default,1
9995,Paid,0
9996,Active,0
9997,Paid,0
9998,Paid,0
9999,Active,0
10000,Paid,0
10001,Active,0
10002,Active,0
10003,Active,0
10004,Active,0
10005,Active,0
10006,Paid,0
10007,Paid,0
10008,Active,0
10009,Active,0
10010,Paid,0
10011,Default,1
10012,Default,1
10013,Active,0
10014,Paid,0
10015,Active,0
10016,Active,0
10017,Default,1
10018,Active,0
10019,Active,0
10020,Paid,0
10021,Default,1
10022,Active,0
10023,Active,0
10024,Paid,0
10025,Paid,0
10026,Default,1
10027,Paid,0
10028,Paid,0
10029,Active,0
10030,Default,1
10031,Paid,0
10032,Active,0
10033,Paid,0
10034,Paid,0
10035,Active,0
10036,Active,0
10037,Paid,0
10038,Paid,0
10039,Active,0
10040,Active,0
10041,Active,0
10042,Active,0
10043,Active,0
10044,Active,0
10045,Paid,0
10046,Active,0
10047,Active,0
10048,Paid,0
10049,Active,0
10050,Active,0
10051,Active,0
10052,Paid,0
10053,Paid,0
10054,Paid,0
10055,Active,0
10056,Active,0
10057,Default,1
10058,Default,1
10059,Active,0
10060,Paid,0
10061,Active,0
10062,Active,0
10063,Active,0
10064,Active,0
10065,Paid,0
10066,Paid,0
10067,Default,1
10068,Active,0
10069,Active,0
10070,Active,0
10071,Active,0
10072,Active,0
10073,Active,0
10074,Active,0
10075,Default,1
10076,Paid,0
10077,Default,1
10078,Paid,0
10079,Active,0
10080,Active,0
10081,Paid,0
10082,Active,0
10083,Active,0
10084,Active,0
10085,Paid,0
10086,Paid,0
10087,Paid,0
10088,Paid,0
10089,Default,1
10090,Default,1
10091,Active,0
10092,Paid,0
10093,Active,0
10094,Active,0
10095,Default,1
10096,Active,0
10097,Active,0
10098,Paid,0
10099,Default,1
10100,Active,0
10101,Paid,0
10102,Active,0
10103,Paid,0
10104,Paid,0
10105,Active,0
10106,Active,0
10107,Paid,0
10108,Paid,0
10109,Paid,0
10110,Default,1
10111,Paid,0
10112,Default,1
10113,Active,0
10114,Active,0
10115,Paid,0
10116,Active,0
10117,Active,0
10118,Active,0
10119,Paid,0
10120,Default,1
10121,Paid,0
10122,Paid,0
10123,Active,0
10124,Active,0
10125,Active,0
10126,Active,0
10127,Active,0
10128,Active,0
10129,Default,1
10130,Active,0
10131,Active,0
10132,Active,0
10133,Paid,0
10134,Paid,0
10135,Active,0
10136,Paid,0
10137,Paid,0
10138,Default,1
10139,Active,0
10140,Active,0
10141,Active,0
10142,Active,0
10143,Paid,0
10144,Default,1
10145,Default,1
10146,Paid,0
10147,Paid,0
10148,Paid,0
10149,Active,0
10150,Active,0
10151,Active,0
10152,Paid,0
10153,Active,0
10154,Paid,0
10155,Paid,0
10156,Paid,0
10157,Paid,0
10158,Paid,0
10159,Paid,0
10160,Active,0
10161,Active,0
10162,Active,0
10163,Paid,0
10164,Paid,0
10165,Active,0
10166,Paid,0
10167,Active,0
10168,Paid,0
10169,Active,0
10170,Paid,0
10171,Paid,0
10172,Paid,0
10173,Active,0
10174,Active,0
10175,Default,1
10176,Active,0
10177,Default,1
10178,Active,0
10179,Paid,0
10180,Paid,0
10181,Active,0
10182,Active,0
10183,Active,0
10184,Paid,0
10185,Paid,0
10186,Active,0
10187,Active,0
10188,Active,0
10189,Active,0
10190,Paid,0
10191,Active,0
10192,Active,0
10193,Active,0
10194,Active,0
10195,Paid,0
10196,Active,0
10197,Active,0
10198,Paid,0
10199,Active,0
10200,Active,0
10201,Default,1
10202,Paid,0
10203,Paid,0
10204,Paid,0
10205,Active,0
10206,Paid,0
10207,Active,0
10208,Paid,0
10209,Paid,0
10210,Paid,0
10211,Default,1
10212,Active,0
10213,Active,0
10214,Paid,0
10215,Default,1
10216,Default,1
10217,Paid,0
10218,Active,0
10219,Active,0
10220,Default,1
10221,Active,0
10222,Default,1
10223,Paid,0
10224,Active,0
10225,Active,0
10226,Default,1
10227,Active,0
10228,Paid,0
10229,Default,1
10230,Paid,0
10231,Active,0
10232,Active,0
10233,Active,0
10234,Paid,0
10235,Default,1
10236,Active,0
10237,Paid,0
10238,Paid,0
10239,Active,0
10240,Paid,0
10241,Active,0
10242,Paid,0
10243,Default,1
10244,Default,1
10245,Paid,0
10246,Paid,0
10247,Active,0
10248,Active,0
10249,Paid,0
10250,Paid,0
10251,Paid,0
10252,Active,0
10253,Paid,0
10254,Active,0
10255,Paid,0
10256,Paid,0
10257,Default,1
10258,Paid,0
10259,Active,0
10260,Active,0
10261,Active,0
10262,Paid,0
10263,Active,0
10264,Active,0
10265,Default,1
10266,Paid,0
10267,Paid,0
10268,Paid,0
10269,Active,0
10270,Active,0
10271,Paid,0
10272,Active,0
10273,Active,0
10274,Active,0
10275,Active,0
10276,Active,0
10277,Paid,0
10278,Default,1
10279,Default,1
10280,Default,1
10281,Paid,0
10282,Paid,0
10283,Default,1
10284,Paid,0
10285,Default,1
10286,Active,0
10287,Active,0
10288,Active,0
10289,Default,1
10290,Paid,0
10291,Default,1
10292,Paid,0
10293,Default,1
10294,Active,0
10295,Paid,0
10296,Active,0
10297,Paid,0
10298,Active,0
10299,Active,0
10300,Paid,0
10301,Active,0
10302,Default,1
10303,Active,0
10304,Default,1
10305,Active,0
10306,Active,0
10307,Paid,0
10308,Active,0
10309,Paid,0
10310,Active,0
10311,Active,0
10312,Active,0
10313,Default,1
10314,Default,1
10315,Active,0
10316,Default,1
10317,Active,0
10318,Active,0
10319,Active,0
10320,Paid,0
10321,Paid,0
10322,Paid,0
10323,Active,0
10324,Active,0
10325,Active,0
10326,Default,1
10327,Default,1
10328,Active,0
10329,Paid,0
10330,Default,1
10331,Paid,0
10332,Paid,0
10333,Paid,0
10334,Active,0
10335,Paid,0
10336,Paid,0
10337,Active,0
10338,Active,0
10339,Paid,0
10340,Active,0
10341,Active,0
10342,Default,1
10343,Active,0
10344,Active,0
10345,Active,0
10346,Active,0
10347,Paid,0
10348,Active,0
10349,Active,0
10350,Active,0
10351,Default,1
10352,Default,1
10353,Active,0
10354,Active,0
10355,Paid,0
10356,Paid,0
10357,Active,0
10358,Paid,0
10359,Paid,0
10360,Paid,0
10361,Active,0
10362,Paid,0
10363,Paid,0
10364,Active,0
10365,Active,0
10366,Paid,0
10367,Active,0
10368,Active,0
10369,Paid,0
10370,Active,0
10371,Paid,0
10372,Paid,0
10373,Active,0
10374,Active,0
10375,Default,1
10376,Default,1
10377,Active,0
10378,Active,0
10379,Active,0
10380,Paid,0
10381,Paid,0
10382,Active,0
10383,Active,0
10384,Active,0
10385,Active,0
10386,Default,1
10387,Paid,0
10388,Paid,0
10389,Active,0
10390,Default,1
10391,Active,0
10392,Active,0
10393,Default,1
10394,Paid,0
10395,Active,0
10396,Active,0
10397,Active,0
10398,Active,0
10399,Active,0
10400,Paid,0
10401,Active,0
10402,Default,1
10403,Active,0
10404,Active,0
10405,Paid,0
10406,Active,0
10407,Active,0
10408,Paid,0
10409,Paid,0
10410,Paid,0
10411,Paid,0
10412,Paid,0
10413,Paid,0
10414,Active,0
10415,Default,1
10416,Paid,0
10417,Paid,0
10418,Paid,0
10419,Active,0
10420,Paid,0
10421,Active,0
10422,Active,0
10423,Default,1
10424,Paid,0
10425,Paid,0
10426,Paid,0
10427,Active,0
10428,Default,1
10429,Paid,0
10430,Paid,0
10431,Paid,0
10432,Default,1
10433,Paid,0
10434,Paid,0
10435,Default,1
10436,Active,0
10437,Paid,0
10438,Paid,0
10439,Active,0
10440,Active,0
10441,Paid,0
10442,Active,0
10443,Active,0
10444,Paid,0
10445,Active,0
10446,Active,0
10447,Paid,0
10448,Paid,0
10449,Paid,0
10450,Paid,0
10451,Active,0
10452,Active,0
10453,Default,1
10454,Paid,0
10455,Active,0
10456,Paid,0
10457,Paid,0
10458,Default,1
10459,Default,1
10460,Paid,0
10461,Paid,0
10462,Paid,0
10463,Paid,0
10464,Paid,0
10465,Default,1
10466,Active,0
10467,Paid,0
10468,Active,0
10469,Paid,0
10470,Default,1
10471,Paid,0
10472,Paid,0
10473,Active,0
10474,Active,0
10475,Default,1
10476,Paid,0
10477,Default,1
10478,Paid,0
10479,Default,1
10480,Paid,0
10481,Active,0
10482,Paid,0
10483,Paid,0
10484,Paid,0
10485,Active,0
10486,Paid,0
10487,Paid,0
10488,Active,0
10489,Active,0
10490,Active,0
10491,Active,0
10492,Active,0
10493,Active,0
10494,Paid,0
10495,Active,0
10496,Default,1
10497,Active,0
10498,Active,0
10499,Default,1
10500,Active,0
10501,Paid,0
10502,Active,0
10503,Active,0
10504,Active,0
10505,Active,0
10506,Active,0
10507,Paid,0
10508,Default,1
10509,Active,0
10510,Default,1
10511,Active,0
10512,Active,0
10513,Paid,0
10514,Paid,0
10515,Default,1
10516,Active,0
10517,Active,0
10518,Paid,0
10519,Default,1
10520,Paid,0
10521,Default,1
10522,Active,0
10523,Active,0
10524,Active,0
10525,Paid,0
10526,Active,0
10527,Active,0
10528,Active,0
10529,Paid,0
10530,Active,0
10531,Paid,0
10532,Active,0
10533,Paid,0
10534,Active,0
10535,Paid,0
10536,Default,1
10537,Default,1
10538,Active,0
10539,Paid,0
10540,Active,0
10541,Active,0
10542,Paid,0
10543,Paid,0
10544,Paid,0
10545,Active,0
10546,Default,1
10547,Active,0
10548,Default,1
10549,Default,1
10550,Active,0
10551,Active,0
10552,Active,0
10553,Active,0
10554,Paid,0
10555,Paid,0
10556,Active,0
10557,Paid,0
10558,Default,1
10559,Paid,0
10560,Active,0
10561,Paid,0
10562,Default,1
10563,Default,1
10564,Paid,0
10565,Active,0
10566,Paid,0
10567,Active,0
10568,Active,0
10569,Default,1
10570,Active,0
10571,Paid,0
10572,Default,1
10573,Active,0
10574,Default,1
10575,Paid,0
10576,Paid,0
10577,Active,0
10578,Active,0
10579,Active,0
10580,Active,0
10581,Active,0
10582,Default,1
10583,Active,0
10584,Active,0
10585,Active,0
10586,Active,0
10587,Active,0
10588,Active,0
10589,Paid,0
10590,Paid,0
10591,Paid,0
10592,Active,0
10593,Paid,0
10594,Default,1
10595,Paid,0
10596,Active,0
10597,Default,1
10598,Active,0
10599,Default,1
10600,Active,0
10601,Default,1
